bus_id,placa,linha,position,data,speed,sentido,trajeto,hodometro,direcao
903048,,42,"-22.876073, -43.329294",1690420386000,0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],23999.5, 
902041,,46,"-22.919424, -43.366873",1690421124000,48.5,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],34472,59
903064,,50,"-22.972177, -43.401162",1690421122000,0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],22323.7,171
902037,,41,"-22.854413, -43.252054",1690417233000,0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],36157.1, 
903069,,17,"-22.924552, -43.649367",1690421116000,42.1,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],22685.8,27
902034,,0,"-22.854277, -43.251273",1690420627000,0,,,34891, 
902088,,31,"-22.876389, -43.330365",1690416786000,0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],10239.1, 
902042,,46,"-22.863945, -43.33312",1690421130000,36.5,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],32289.2,47
902040,,46,"-22.852621, -43.319028",1690421122000,33.9,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],34475,86
903049,,17,"-22.916148, -43.683762",1690421121000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],23609.2,344
903038,,17,"-22.917484, -43.684383",1690421117000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],26821.5,176
903053,,17,"-22.917878, -43.684335",1690420553000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21742, 
903042,,38,"-23.001016, -43.365159",1690421109000,0,volta,38 - ALVORADA X FUNDÃO (PARADOR) [VOLTA],29023.9, 
12732,,20,"-22.920218, -43.607891",1690418840000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],25956,172
902087,,31,"-22.87648, -43.330354",1690418555000,0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],10271.3, 
903050,,42,"-22.8772, -43.329643",1690250860000,0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],0, 
903067,,17,"-22.920176, -43.607723",1690419718000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],23710.8, 
902076,,46,"-22.854762, -43.25205",1690418467000,0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],27578.5, 
902083,,31,"-22.87639, -43.330148",1690420526000,0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],5411.7, 
902096,,35,"-22.903467, -43.356161",1690421120000,38.5,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],14414.9,31
902084,,31,"-22.876386, -43.330197",1690414296000,0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],11891.2,350
902100,,35,"-22.876315, -43.329791",1690421116000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],13686.3, 
903059,,17,"-22.918877, -43.607637",1690421126000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],18993.3,93
903043,,38,"-22.838881, -43.295272",1690421130000,3.8,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],30058.6,253
902079,,46,"-22.852614, -43.318662",1690408786000,19.6,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],31113,86
903066,,17,"-22.909613, -43.58092",1690421123000,57.5,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],25155.4,78
902098,,35,"-22.87667, -43.329827",1690420376000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],9132.6, 
902099,,40,"-22.87648, -43.32983",1690420676000,0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],11790.9, 
902093,,35,"-22.876382, -43.330173",1690418217000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],9028.4, 
902091,,35,"-23.000659, -43.367755",1690421109000,0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],14344.1, 
901099,,0,"-22.965523, -43.391552",1690419751000,0,,,29900.4, 
903046,,42,"-22.877409, -43.335953",1690421126000,0.4,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],30002,61
902077,,41,"-22.854642, -43.251415",1690421091000,0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],35018.4, 
902104,,31,"-22.876369, -43.330461",1690419197000,0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],8023.9, 
902106,,35,"-23.000933, -43.364845",1690421130000,0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],12467.4, 
902108,,35,"-22.876412, -43.330505",1690348264000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],6810.7, 
902109,,35,"-22.876347, -43.329782",1690419254000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],11422.5, 
903061,,17,"-22.920264, -43.607589",1690420294000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21729.5, 
903070,,17,"-22.918995, -43.607721",1690419862000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],9392.1, 
86835,,0,"-22.927403, -43.67766",1690421117000,0,,,13770.4,314
44706,LRG8855,19,"-22.92018, -43.607815",1690417910000,0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],22084,169
50305,,0,"-22.919864, -43.60795",1687705357000,0,,,10004.8, 
903065,,17,"-22.901705, -43.555174",1690407687000,0,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],17161.7, 
901008,,22,"-23.006676, -43.312581",1690408824000,12.8,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],22999.2,245
901011,RIV8A74,40,"-23.000924, -43.365143",1690419156000,0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],23717.1,121
901018,,51,"-23.000075, -43.356425",1690230262000,48.3,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],2502.1,95
901012,,52,"-22.96143, -43.392166",1690408758000,53.9,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],21443,215
901014,,52,"-23.000855, -43.365888",1690417987000,0,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],35826.7, 
901007,,22,"-22.965021, -43.39128",1690405184000,0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],21891.7,140
901009,,40,"-23.00072, -43.365827",1690415695000,0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],21080.9, 
901013,,22,"-22.965524, -43.391587",1690420935000,0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],31785.2,158
901010,RJM8G30,22,"-23.000727, -43.368078",1690421133000,20.6,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],23056.7,62
901015,,51,"-23.000708, -43.366316",1690416254000,0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],14162.3,48
901047,,0,"-22.964836, -43.391921",1690407651000,0,,,45440.7, 
901017,,22,"-23.000724, -43.365865",1690414162000,0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25283.1,46
901063,,51,"-22.965744, -43.391259",1690420670000,0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],48951.1,153
901006,RJA9F56,22,"-23.001158, -43.329358",1690408785000,9.9,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],19586.9,296
901005,RJB8E53,22,"-23.00014, -43.352075",1690421131000,8.7,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],21914.5,95
901004,RJQ8J80,22,"-23.005933, -43.317492",1690409095000,58.6,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],21644.7,294
902095,,35,"-22.841312, -43.253516",1690416685000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],7511.6, 
30504,,25,"-22.920704, -43.607959",1690421130000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],53955.4, 
47031,KYW5240,12,"-23.0002, -43.366967",1690419756000,23.4,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],51179.5,107
30533,KWO8120,0,"-22.920252, -43.607935",1690420411000,0,,,52733.1, 
47027,KRR2119,20,"-22.933893, -43.669347",1689714615000,53.7,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],1004.1,309
86840,KOS9769,13,"-22.919551, -43.607877",1682053295000,0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],778.8, 
30538,KXE7719,13,"-23.000673, -43.365853",1690421130000,0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],56255.6, 
13412,KPY9734,0,"-22.965162, -43.391705",1690417021000,0,,,44901, 
50309,KPN6B05,25,"-23.019753, -43.50323",1690409075000,40.1,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],20263.2,288
12702,KXB8152,25,"-22.919625, -43.608713",1688523108000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],27817.4, 
12706,KXB8938,10,"-22.920521, -43.607432",1680260524000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),4060.2, 
47025,KXE8652,13,"-22.919881, -43.607336",1688750329000,0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],38341.5, 
30532,KYL8599,25,"-22.969645, -43.627401",1690420904000,53.9,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],42110,257
13423,LSI5976,0,"-22.920234, -43.607829",1690418379000,0,,,41420.6,173
13403,LTF5447,10,"-22.969907, -43.616552",1690421126000,60.1,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],53637.7,135
90002,LMB2D92,20,"-23.000731, -43.417356",1690421129000,59,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],56199.1,256
47030,LSQ5263,18,"-22.919971, -43.607289",1690418665000,0.3,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],54045.3,274
30519,LRE9804,20,"-23.018712, -43.50663",1690421125000,45.4,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],51769.4,277
44732,LSG9592,19,"-22.923831, -43.679278",1690420934000,34.6,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],38039.3,174
13409,KPY9733,10,"-22.915786, -43.628365",1682554213000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),22420.5, 
13424,KRL4069,0,"-23.000962, -43.367736",1690420836000,0,,,2356.1, 
90005,KWK6A89,20,"-22.960986, -43.649237",1690415039000,47.8,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],50171,326
86851,KQO8674,29,"-22.919962, -43.607502",1690420273000,0.1,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],13074.9,91
86875,KQB4103,18,"-22.965448, -43.391538",1690421139000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],13274.2, 
30518,KYL8597,0,"-22.920207, -43.60854",1690421140000,0,,,37364.7, 
12707,LMI8079,12,"-22.919866, -43.607431",1684569721000,0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],4853.2, 
902090,,35,"-22.876866, -43.32968",1690418536000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],15244.5, 
47029,LSQ5267,20,"-23.000238, -43.368758",1690418903000,36.6,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],57239.9,89
A994324,LUN4324,0,"-22.8372811, -43.2859396",1690419753000,0,,,47788.395,299
13420,KWI9708,20,"-22.969898, -43.628335",1690420913000,46.3,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],48351.5,257
A999574,LSD9574,0,"-23.0009121, -43.3636843",1648639566000,0,,,24148.286, 
44717,KWW8818,18,"-22.919874, -43.607744",1686020567000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],8226.799, 
12704,LSM8778,20,"-22.920368, -43.607281",1686218434000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],21199.9, 
47004,KQK7904,13,"-23.000743, -43.364841",1690421137000,0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],49826.6, 
27205,LSL9114,18,"-22.919765, -43.608465",1688274121000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],4823.1, 
47012,KPZ8364,0,"-22.918871, -43.607056",1690421123000,0,,,55307.2, 
47015,LRH8891,10,"-22.919456, -43.607191",1681849544000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),12489.7, 
86885,LTB5540,29,"-22.919256, -43.607237",1690421131000,0,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],514882, 
13414,KPY9731,25,"-22.919539, -43.607846",1686886318000,0,ida,25 -  MATO ALTO X ALVORADA (PARAD0R) [IDA],8259.2, 
13425,KRL4070,19,"-23.004825, -43.559616",1690408749000,8.3,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],1201.6,279
12738,KRR2404,0,"-23.000786, -43.36524",1690421124000,17.7,,,37784.1,90
30502,LQT9173,19,"-22.919615, -43.608327",1685235953000,0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],21983.5, 
86886,LTB5541,14,"-22.920281, -43.607769",1690420767000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],13250.9, 
47032,KXE8654,25,"-23.01589, -43.519666",1686624152000,59.6,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],23120.5, 
13428,KXE7712,12,"-22.917243, -43.68455",1690420999000,0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],58072.1,160
47006,KWZ8630,18,"-22.919253, -43.607575",1690420854000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],51042.1,89
KXE9191 PKP,KXE9191,0,"-23.000652, -43.363645",1690420797000,0,,,2627.9, 
47007,LSP6018,13,"-22.919595, -43.608088",1690421121000,0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],42374.7, 
13413,KWI9711,13,"-23.002961, -43.42446",1690421136000,0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],43862.2,251
90001,KPZ5E15,12,"-23.020366, -43.489767",1690421123000,53.1,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],44552.1,76
901057,,22,"-23.000796, -43.368093",1690420542000,21.6,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],51375.8,29
901003,RKM8C54,41,"-22.964732, -43.392038",1690416953000,0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],22964.3, 
86874,KQB4102,20,"-23.00324, -43.425393",1690421126000,23.2,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],513079.9,250
86879,LTN5696,20,"-22.920748, -43.60782",1690421128000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],2058.699, 
90003,KYN7F36,25,"-23.02042, -43.500575",1690421141000,61.2,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],19261,282
12711,LSO1629,10,"-22.919951, -43.607173",1678905395000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),4511.1, 
86809,LQH9072,0,"-22.919943, -43.6085",1690417451000,0,,,7407.1,279
47011,LRH8889,10,"-23.014334, -43.466427",1690408777000,0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],39799.7,79
47009,KPZ8430,0,"-22.916522, -43.607115",1690418079000,0.4,,,54409.8,357
47014,KZI4452,25,"-23.007788, -43.548446",1690420480000,55,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],38346.4,98
30537,KXE7720,18,"-22.916741, -43.607132",1690419671000,0.2,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],51734,359
50301,KPP5B70,19,"-23.000585, -43.367281",1690420569000,0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],4126.2, 
47005,LSV5862,0,"-22.920488, -43.608226",1690045260000,0,,,42896.4, 
47018,LRS2843,25,"-22.920441, -43.608437",1690421139000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],33293.3, 
30536,KXE7721,10,"-22.920297, -43.60846",1685827570000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),13477.3, 
44713,KPZ3559,19,"-22.920418, -43.607775",1690414741000,0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],29786.3, 
13401,KQO7822,0,"-22.916921, -43.683468",1690421139000,0,,,53878.6,346
47021,KRM7686,20,"-22.919605, -43.607079",1686513160000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],24792.3, 
13421,KWO8119,18,"-22.919265, -43.607338",1690420663000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],15243.8,91
13419,LTV5426,13,"-22.918821, -43.607087",1690421122000,0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],43659.6,182
27174,KQP5437,12,"-23.000698, -43.366533",1690419017000,9.5,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],19132.9,67
47026,KYA7928,10,"-23.000903, -43.367334",1690418589000,0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],33088.6,135
47024,KYS6559,0,"-22.918807, -43.60743",1689975710000,0,,,27809.6, 
86889,KRQ6878,20,"-23.000909, -43.367395",1690420214000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],515273, 
12724,LMJ1118,20,"-23.002698, -43.568925",1690421141000,54.8,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],9986.7,284
27209,LSL9B07,18,"-23.006816, -43.312361",1690408762000,0,volta,18 - JARDIM OCEÂNICO X RECREIO SHOPPING (EXPRESSO) [VOLTA],10251.9, 
27176,LRK9563,11,"-23.001697, -43.420717",1690421133000,61.9,volta,11 - ALVORADA X SANTA CRUZ (PARADOR) [VOLTA],13797,250
30511,KPV2250,12,"-23.000199, -43.373783",1690420918000,53,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],49827.2,269
13427,KXE7711,0,"-22.917178, -43.683459",1690420609000,0,,,52110,340
12725,LMJ1327,12,"-22.920013, -43.607325",1690421140000,0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],39523.7, 
12737,KXO9461,18,"-22.920542, -43.607195",1678193721000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],4377.2, 
13404,KQO7823,0,"-22.976829, -43.364904",1690421138000,54.4,,,56293.7,202
47022,KRM7701,25,"-22.916389, -43.60722",1690421136000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],13281.2,92
12736,LMJ4504,20,"-22.920224, -43.6081",1690404691000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],15487.2,166
12726,KXD8483,0,"-22.920554, -43.608165",1690419059000,0,,,18036.3, 
13422,LSI5978,20,"-23.000713, -43.367768",1690419270000,10.7,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],40709.2,108
13402,LTL5480,19,"-22.99925, -43.583154",1690421130000,59.8,volta,19 - SALVADOR ALLENDE X PINGO D'AGUA (EXPRESSO) [VOLTA],43563.8,285
12730,LSO8993,20,"-22.998931, -43.585874",1690421124000,60.4,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],9642.2,104
86872,LSH7386,18,"-22.920585, -43.608276",1690420915000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],22647.3, 
12714,KXC7431,0,"-22.919476, -43.607739",1690420889000,0,,,39737.7, 
86878,LSZ6142,0,"-22.920668, -43.608121",1688673854000,0,,,23732.5, 
47017,LRS2841,12,"-23.000664, -43.367505",1690418434000,0,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],48286.9,86
86859,KWJ9250,20,"-22.920171, -43.608172",1690417222000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],18942.2,165
30506,LRC6583,18,"-22.919917, -43.607602",1677872293000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],2161.9, 
30509,KYM4574,10,"-23.000764, -43.364573",1690421129000,0,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],53363.1, 
47008,KPY9735,10,"-22.920562, -43.608147",1686654039000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),42835.5, 
12721,KXW7973,10,"-22.920054, -43.607777",1679083219000,0,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),986.6, 
12710,KRO9724,18,"-22.922447, -43.679641",1690421137000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],38699.1,168
12720,KXD9430,0,"-22.918657, -43.607035",1690421137000,0,,,22041.6, 
86802,KQK8699,18,"-22.920152, -43.608643",1690421138000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],11936.2, 
12712,LSN8501,10,"-22.920364, -43.607774",1690415944000,0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],31402,165
13407,KPY9732,25,"-22.993832, -43.595837",1690421100000,8.2,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],45777.7,269
30525,LRC6596,12,"-22.920554, -43.60803",1690421136000,0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],53979.8, 
47019,KWZ8629,25,"-23.002206, -43.366079",1690038986000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],37053.4, 
12703,LSM8771,10,"-22.919891, -43.607869",1687442482000,0,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],30854.4, 
30521,LRC6594,20,"-23.000959, -43.367273",1690419656000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],35132.8,132
50302,LSB7J03,11,"-22.920147, -43.607163",1678539719000,0,ida,11 - SANTA CRUZ X ALVORADA (PARADOR),2822.8, 
12718,KRP5933,12,"-22.920426, -43.607335",1686071564000,0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],18261.1, 
12739,LMJ4F12,20,"-23.011885, -43.457435",1690421130000,0,volta,20 - SALVADOR ALLENDE X SANTA CRUZ (EXPRESSO) [VOLTA],24122.8,252
30542,KXE7717,18,"-22.992224, -43.598481",1690421137000,45.9,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],53210.8,312
12733,KRQ4900,0,"-22.919829, -43.608492",1690419920000,0,,,18657, 
13406,LRG6479,18,"-22.919869, -43.607222",1677321952000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],1118.8, 
30514,KYL8595,29,"-23.01841, -43.508043",1690421134000,30,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],38586,286
47010,KPZ8363,25,"-23.00092, -43.367622",1690414691000,0,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],42886.4,128
86884,LSP9604,18,"-23.000752, -43.368734",1690421139000,12.2,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],15577.5,132
30522,LRE9805,12,"-22.9203, -43.607183",1681821543000,0,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],17983.8, 
12734,LSP8673,20,"-22.965836, -43.39146",1690421133000,0,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],17199.3,15
A991F39,LUG1F39,0,"-22.9516728, -43.3495341",1670749870000,0,,,84598.226, 
KWB9798 - APOIO VAN,KWB9798,0,"-22.927799, -43.677321",1690421004000,39.5,,,3411.3,128
90006,LRH6D12,10,"-23.012468, -43.459008",1690421137000,0.8,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],30089.9,72
30531,LRC6592,25,"-22.96569, -43.391049",1690420715000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],40999.2,245
30524,LRC6601,25,"-22.918424, -43.60709",1690421122000,0,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],29537.3, 
12731,,18,"-22.920321, -43.608081",1690418783000,0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],39932, 
86870,LSC9364,0,"-22.919654, -43.608503",1690405306000,0,,,3175.4, 
13415,KQK7905,13,"-22.916187, -43.611329",1690421132000,0,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],45343.5,86
10306,KQP6773,19,"-22.919442, -43.607595",1683581133000,0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],13633.6, 
901002,,22,"-22.965497, -43.39175",1690421029000,0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],17587.4,333
902103,,35,"-22.876452, -43.329762",1690419376000,0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],12130.2, 
B13,KYM5979,14,"-22.961388, -43.648096",1690419938000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1338, 
B16,LSI3468,14,"-22.961436, -43.648495",1690417811000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1349.5,267
B35,LTI1196,14,"-22.961358, -43.648555",1690419188000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1302.4, 
B17,KWY8231,14,"-22.961241, -43.648177",1690418419000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1464.8,59
B18,KRK9729,14,"-22.961438, -43.648389",1690416873000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1332.1, 
B20,LMH6141,14,"-23.020241, -43.490187",1690408809000,39.7,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1319.6,256
B19,KZJ7238,14,"-22.96124, -43.64823666666667",1690420210000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],105207.4,45
B09,KRP3042,17,"-22.815253333333334, -43.188356666666664",1683056061000,0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR),133560.5,270
B32,KYR8913,14,"-22.961332, -43.648745",1690421124000,0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],208.5, 
B27,LRK9551,14,"-22.961803333333332, -43.64848833333333",1684848519000,2,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE,594528.6,135
